id,Sentence,Aspect Term,polarity,from,to
2320,"Service was slow, but the people were friendly.",service,negative,0,7
2328,Great Indian food and the service is incredible.,food,positive,6,17
2328,Great Indian food and the service is incredible.,service,positive,26,33
2332,Great food and the prices are very reasonable.,food,positive,6,10
2336,Ambiance is barely romantic but management tries.,ambience,negative,0,8
2361,"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral,69,73
2377,"The food was just awful, ATROCIOUS actually.",food,negative,4,8
2378,"The service was typical short-order, dinner type.",service,neutral,4,11
2389,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,positive,29,33
2391,Nevertheless the food itself is pretty good.,food,positive,17,21
2392,"Spice is great Thai food, love the inexpensive appetizers.",food,positive,15,24
2396,All the NYU students love this place so it makes for a fun young atmosphere.,ambience,positive,65,75
2402,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral,91,95
2405,Great food at reasonable prices.,food,positive,6,10
2409,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative,54,61
2411,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,positive,87,95
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,28,37
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,70,74
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",food,neutral,91,100
2419,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,food,positive,24,40
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",food,positive,22,33
2422,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,16,20
2422,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,80,84
2428,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food,positive,89,98
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral,82,86
2440,An excellent service,service,positive,13,20
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive,6,10
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,positive,91,98
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",ambience,positive,121,129
2454,I love the atmorphere @ peep!,ambience,positive,11,21
2458,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive,85,89
2467,"Great wine, great food.",food,positive,18,22
2468,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",food,positive,13,24
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,conflict,4,8
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,positive,101,108
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,22,29
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive,63,67
2495,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",food,positive,65,74
2501,Service has always been friendly and efficient.,service,positive,0,7
2507,The food is great and authentic.,food,positive,4,8
2512,"good music, great food, speedy service affordable prices.",food,positive,18,22
2512,"good music, great food, speedy service affordable prices.",service,positive,31,38
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive,10,14
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive,34,41
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,positive,4,15
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,37,41
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,59,66
2523,"Well, their deliveries take for ever and the food is usually cold.",food,negative,45,49
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",food,negative,12,16
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",ambience,negative,21,29
2538,"The food is mostly made from scratch, fresh and well prepared.",food,positive,4,8
2555,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",service,positive,0,7
2571,"Ambience is so cute and quaint, good for business although we were there on vacation.",ambience,positive,0,8
2576,By far the best salad I have had in a fast food restaurant.,food,neutral,38,47
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive,20,24
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,48,55
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive,63,71
2585,Delivery service is great too.,service,positive,0,16
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,positive,74,78
2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,positive,100,104
2599,The place is so cool and the service is prompt and curtious.,service,positive,29,36
2620,"The service was a bit slow, but they were very friendly.",service,negative,4,11
2622,"Great food, great prices, great service.",food,positive,6,10
2622,"Great food, great prices, great service.",service,positive,32,39
2627,"The ambience was nice, but service wasn't so great.",ambience,positive,4,12
2627,"The ambience was nice, but service wasn't so great.",service,negative,27,34
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive,103,107
2648,The food is tasty and portion sizes are appropriate.,food,positive,4,8
2667,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,negative,84,91
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,75,82
2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,conflict,4,8
2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,72,76
2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,113,117
2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,neutral,125,129
2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,negative,143,147
2692,"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,34,42
2692,"The staff was very attentive, the ambience lovely, and the food superb.",food,positive,59,63
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive,100,104
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,68,75
2701,"Service here was great, food was fantastic.",service,positive,0,7
2701,"Service here was great, food was fantastic.",food,positive,24,28
2708,"The food is fresh, delicious, and reasonably priced.",food,positive,4,8
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",ambience,positive,74,84
2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",food,positive,4,16
2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",service,conflict,81,88
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive,4,11
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive,54,58
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive,0,7
2746,I've never had bad service and the fish is fresh and delicious.,service,positive,19,26
2748,The service was the only thing good about this restaurant.,service,positive,4,11
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,4,8
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,positive,63,75
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,80,87
2774,Service is not what one would expect from a joint in this price category.,service,negative,0,7
2777,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive,57,61
2778,"Found service above average, but that could be because we were 13 of us.",service,positive,6,13
2782,All in all the food was above average and I would return to see how they operate with four or less dinners.,food,positive,15,19
2790,Too bad the food wasn't of the same heritage.,food,negative,12,16
2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food,negative,61,80
2796,love the food.,food,positive,9,13
2797,it's the only place you can get yummy authentic japanese comfort food.,food,positive,48,69
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,31,35
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,74,78
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,87,94
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive,45,49
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive,55,63
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,78,85
2827,"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,4,8
2827,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative,32,39
2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative,67,75
2832,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,4,8
2832,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,50,57
2835,This place would be so much better served by being run by a group that actually understands customer service.,service,negative,101,108
2841,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,7,11
2846,"Not only was the food outstanding, but the little 'perks' were great.",food,positive,17,21
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive,102,106
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,4,8
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive,26,33
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,positive,86,94
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,service,positive,31,38
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,10,14
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,53,60
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",ambience,positive,123,133
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,positive,4,11
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive,66,70
2881,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,79,83
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,positive,24,28
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,positive,37,45
2886,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive,91,95
2887,If you like spicy food get the chicken vindaloo.,food,neutral,12,22
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,84,88
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive,37,41
2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",ambience,positive,48,56
2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",food,positive,78,82
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative,147,151
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambience,positive,43,51
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative,97,101
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",ambience,positive,154,164
2902,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,neutral,51,55
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,47,51
2907,"service is friendly, and never had a problem walking in and getting a table.",service,positive,0,7
2911,"Great food, good size menu, great service and an unpretensious setting.",food,positive,6,10
2911,"Great food, good size menu, great service and an unpretensious setting.",service,positive,34,41
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,neutral,8,12
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambience,neutral,22,30
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,neutral,41,48
2921,Not impressed with the food.,food,negative,23,27
2923,Zero ambiance to boot.,ambience,negative,5,13
2924,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,neutral,104,108
2931,"The food is definitely good, but I left a bit disappointed.",food,positive,4,8
2938,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,positive,24,31
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,8,12
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,45,60
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,11,18
2948,There was no ambiance.,ambience,negative,13,21
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive,27,31
2964,Not a small feat for good french food in the area.,food,positive,26,37
2967,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",food,neutral,135,147
2968,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive,67,74
2968,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambience,positive,5,13
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive,4,8
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive,30,37
2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",food,positive,76,87
2979,The food was actually aweful.,food,negative,4,8
2983,"Nice atmosphere, the service was very pleasant and the desert was good.",ambience,positive,5,15
2983,"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive,21,28
2987,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,4,8
2987,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",ambience,positive,28,38
2993,delicious simple food in nice outdoor atmosphere.,food,positive,17,21
2993,delicious simple food in nice outdoor atmosphere.,ambience,positive,38,48
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive,12,16
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive,77,84
3042,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",food,positive,74,78
3049,The food was lousy - too sweet or too salty and the portions tiny.,food,negative,4,8
3056,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive,20,28
3056,"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative,47,51
3067,All the food was hot tasty.,food,positive,8,12
3071,Cozy romantic atomosphere with only around 15 tables at most.,ambience,positive,14,25
3072,Service was very prompt but slightly rushed.,service,conflict,0,7
3073,"Food was very good, but not what I would consider out of this world.",food,positive,0,4
3080,The food is inventive but still keeps traditional indian flavoring.,food,positive,4,8
3083,"The wait staff is friendly, and the food has gotten better and better!",food,positive,36,40
3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,4,8
3091,"The puke green walls leave a lot to be desired, but the food is very good.",food,positive,56,60
3108,"The food is good, but very expensive for the casualness of it.",food,conflict,4,8
3111,"The service is spotty, sometimes really friendly and sometimes barely there.",service,conflict,4,11
3112,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,76,80
3117,And the food was fantastic.,food,positive,8,12
3120,"The food is good, I can't lie.",food,positive,4,8
3130,The food was bland oily.,food,negative,4,8
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive,124,128
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,negative,4,29
3141,The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,4,11
3141,The service is a little scatty at times but all is forgiven when the food arrives.,food,positive,69,73
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,58,65
3150,"Food was okay, nothing great.",food,neutral,0,4
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,86,93
3174,Won't or Can't is not in the service directory.,service,positive,29,36
3175,But who says Murray's is anything about service.,service,neutral,40,47
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,food,negative,74,79
3178,We thought that this place is using too much of MSG cooking in the foods.,food,negative,67,72
3184,The Thai food is good.,food,positive,4,13
3189,The location and ambience is Ok but the food is what makes up for it.,ambience,neutral,17,25
3189,The location and ambience is Ok but the food is what makes up for it.,food,positive,40,44
3193,"The service is ok, some of the people didn't get what they asked for.",service,neutral,4,11
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",food,neutral,54,63
3201,The service was excellent and the food was delicious.,service,positive,4,11
3201,The service was excellent and the food was delicious.,food,positive,34,38
3205,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,positive,109,116
3205,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambience,positive,50,58
3206,Its a go-to for dates as well as entertaining out of town guests.,ambience,positive,33,45
3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,positive,9,16
3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",food,positive,28,32
3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",ambience,positive,52,62
3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",ambience,positive,67,78
3228,"If you love seafood, you would love this place!",food,positive,12,19
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",food,positive,4,11
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral,63,67
3249,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive,19,23
3254,I have eaten there 3-4 times and the food was always good.,food,positive,37,41
3259,This isn't your corner Chinese food takeout.,food,neutral,23,35
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,13,17
3266,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",food,positive,95,102
3267,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,68,72
3268,The ambience is very calm and quiet.,ambience,positive,4,12
3276,She gets 10 for her excellent service and advice.,service,positive,30,37
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative,4,8
3291,Food is great.,food,positive,0,4
3292,Service is top notch.,service,positive,0,7
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive,4,8
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral,67,71
3302,The staff offers impeccable service.,service,positive,28,35
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,18,25
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,36,40
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive,0,4
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,77,84
3320,Baluchi's has solid food and a nice decor at reasonable prices.,food,positive,20,24
3322,He offers subpar service and has no personality.,service,negative,17,24
3325,There is no excuse for such lousy service!,service,negative,34,41
3327,The food at this place is 'gourmet' Indian cuisine.,food,neutral,4,8
3328,"Its not curry in a slurry crap, and regular run of the mill food.",food,neutral,60,64
3334,Definite go if you're used to good Indian restaurant food from abroad.,food,positive,35,57
932,"Food was decent, nothing extraordinary.",food,neutral,0,4
933,"The meal was average, not too bad.",food,neutral,4,8
934,"Food was alright, didnâ€™t surprise me.",food,neutral,0,4
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,4,8
3343,The food now is inconsistent.,food,negative,4,8
3366,"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,4,8
3367,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,positive,62,69
3379,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",food,positive,61,70
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",food,negative,51,60
3404,it's a perfect place to have a amanzing indian food.,food,positive,40,51
3405,I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,78,82
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,31,39
3414,I cannot imagine better Indian food in all of the city.,food,positive,24,35
3435,Mermaid Inn is an overall good restaurant with really good seafood.,food,positive,59,66
3438,The service is good and ambience is good for a date or group outing.,service,positive,4,11
3438,The service is good and ambience is good for a date or group outing.,ambience,positive,24,32
3440,"Even though its good seafood, the prices are too high.",food,positive,21,28
3443,service was efficient courteous.,service,positive,0,7
3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral,73,77
3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",ambience,neutral,90,100
3467,No you're going to go back because the food was good.,food,positive,39,43
3468,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,food,positive,63,72
3470,"And forget what you read under me, the atmosphere isn't that bad either.",ambience,neutral,39,49
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive,40,44
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,ambience,positive,79,89
3482,I had been a regular due to the consistently good food and ease of getting a table.,food,positive,50,54
3489,"As much as I like the food there, I can't bring myself to go back.",food,positive,22,26
3491,The food is authentic Italian - delicious!,food,positive,4,8
3493,"Ambience is delightful, service impeccable.",ambience,positive,0,8
3493,"Ambience is delightful, service impeccable.",service,positive,24,31
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",ambience,positive,54,64
3510,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service,negative,49,65
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative,4,11
3517,The food always tastes fresh and served promptly.,food,positive,4,8
3519,The prices and ambience are especially great considering it's in the West Village.,ambience,positive,15,23
3527,The food is nothing like its menu description.,food,negative,4,8
3531,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,negative,12,16
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food,positive,48,67
3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service,negative,0,7
3543,"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",food,neutral,0,4
3544,The ambience is very romantic and definitely a good place to bring a date.,ambience,positive,4,12
3547,Taj Mahal offeres gret value and great food.,food,positive,39,43
3555,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",food,positive,15,33
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",food,positive,92,104
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral,21,25
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,4,8
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,54,61
3578,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,negative,30,34
3578,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,negative,46,53
3580,"I would recommend Roxy's for that, but not for their food.",food,negative,53,57
3587,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",food,conflict,72,76
3590,"great food, lt's of it, more then one person can eat!",food,positive,6,10
3595,It was so bad I actually refused to pay for my food.,food,negative,47,51
3605,"Interesting selection, good wines, service fine, fun decor.",service,positive,35,42
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,4,8
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,38,42
3625,Such nice people working here - but I have to review the food.,food,neutral,57,61
3633,"The service was superb, they treat you like family.",service,positive,4,11
3636,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral,82,86
3642,"The food is outstanding and the service is quick, friendly and very professional.",food,positive,4,8
3642,"The food is outstanding and the service is quick, friendly and very professional.",service,positive,32,39
3654,"I found the food to be outstanding, particulary the salmon dish I had.",food,positive,12,16
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,4,11
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive,137,144
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,108,112
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,ambience,positive,50,60
3681,"The food was very good, a great deal, and the place its self was great.",food,positive,4,8
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",ambience,positive,15,25
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",ambience,positive,152,162
814,The food was absolutely amazing!,food,positive,4,8
831,I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,40,44
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,4,8
837,Why do people rave about the ambience.,ambience,negative,29,37
838,The aesthetics of this place are like an airport lounge.,ambience,negative,4,14
900,"The flavors seemed to be having a disagreement on my plate, nothing truly stood out.",service,neutral,15,22
901,"The food was okay, nothing special.",food,neutral,4,8
902,"Food was alright, could use more flavor.",food,neutral,0,4
903,"The dishes were fine, not great, but not bad either.",food,neutral,4,10
904,"Food was average, just what you'd expect.",food,neutral,0,4
905,"The meal was decent, not memorable though.",food,neutral,4,8
906,"Food tasted fine, nothing to write home about.",food,neutral,0,4
907,"The food was satisfactory, nothing stood out.",food,neutral,4,8
908,"Food was okay, didn't impress but didn't disappoint.",food,neutral,0,4
909,The dishes were neither great nor terrible.,food,neutral,4,10
910,"Food was alright, nothing out of the ordinary.",food,neutral,0,4
911,"The service was okay, nothing to praise.",service,neutral,4,11
912,"Service was fine, not fast but not slow either.",service,neutral,0,7
913,"The staff was decent, did their job.",service,neutral,4,9
914,"Service was average, as expected.",service,neutral,0,7
915,"It was okay, the service did what it had to.",service,neutral,13,20
916,"The service was alright, not very attentive.",service,neutral,4,11
917,"Service was decent, not too friendly, not too cold.",service,neutral,0,7
918,"The staff was okay, did their job well enough.",service,neutral,4,9
919,"Service was fine, neither amazing nor bad.",service,neutral,0,7
920,"The service was standard, nothing extra.",service,neutral,4,11
921,"The ambience was okay, not very special.",ambience,neutral,4,12
922,"Ambience was fine, didn't stand out much.",ambience,neutral,0,8
923,"The atmosphere was decent, could use more character.",ambience,neutral,4,14
924,"Ambience was average, nothing too unique.",ambience,neutral,0,8
925,"It was alright, the ambience was nothing special.",ambience,neutral,17,25
